,name,team,year,games_played,mpg,fg%,3pfg%,rebounds,assists,steals,blocks,points_per_game,position,player_efficiency,true_shooting,plus_minus,win_shares_percentage
39,DeAndre' Bembry,TOR,2021,28,17.1,.558,.375,2.1,1.9,0.6,0.3,4.6,SF,10.3,.621,-2.1,.073
40,Dāvis Bertāns,WAS,2021,31,25.9,.392,.386,3.1,0.9,0.6,0.2,11.6,PF,11.3,.603,-1.4,.085
41,Patrick Beverley,LAC,2021,29,23.8,.442,.420,3.7,2.1,0.9,0.8,8.3,PG,13.1,.608,0.7,.134
42,Saddiq Bey,DET,2021,35,23.1,.407,.396,3.9,1.1,0.6,0.0,10.0,SF,12.4,.582,-0.8,.090
43,Tyler Bey,DAL,2021,4,3.3,.400,,0.8,0.0,0.0,0.3,1.5,SF,14.1,.444,-4.5,.066
44,Khem Birch,ORL,2021,36,20.1,.478,.286,5.5,1.0,0.6,0.7,5.8,C,15.2,.547,-1.9,.130
45,Goga Bitadze,IND,2021,16,9.3,.511,.133,2.0,0.3,0.2,0.9,3.8,C,14.0,.569,-2.9,.093
46,Bismack Biyombo,CHO,2021,34,22.1,.568,.000,5.6,1.4,0.3,1.1,5.5,C,12.0,.565,-3.0,.094
47,Nemanja Bjelica,SAC,2021,20,17.7,.480,.326,4.1,2.2,0.3,0.1,8.3,PF,14.7,.587,-1.6,.073
48,Eric Bledsoe,NOP,2021,36,29.4,.429,.377,3.5,3.8,0.8,0.3,12.3,SG,12.3,.543,-2.3,.049
49,Keljin Blevins,POR,2021,9,5.2,.182,.000,0.2,0.4,0.2,0.0,0.4,SF,-3.6,.182,-14.1,-0.193
50,Bogdan Bogdanović,ATL,2021,12,22.2,.361,.319,3.4,2.3,0.4,0.2,8.6,SG,8.8,.506,-2.9,.025
51,Bojan Bogdanović,UTA,2021,36,30.6,.432,.405,3.9,1.9,0.5,0.1,15.7,SF,13.3,.587,-0.7,.114
52,Bol Bol,DEN,2021,15,5.6,.500,.500,0.7,0.3,0.1,0.3,1.9,PF,8.0,.612,-3.8,.000
53,Marques Bolden,CLE,2021,6,4.8,.333,,1.0,0.0,0.3,0.3,1.2,C,13.4,.537,-2.8,.067
54,Jordan Bone,ORL,2021,14,14.0,.426,.313,1.7,1.3,0.1,0.0,4.0,PG,8.9,.519,-4.2,.055
55,Isaac Bonga,WAS,2021,22,12.3,.378,.345,2.0,0.6,0.3,0.2,2.1,SF,5.1,.503,-5.7,.021
56,Devin Booker,PHO,2021,32,33.9,.498,.369,3.7,4.5,0.9,0.3,25.2,SG,18.9,.601,0.0,.106
57,Chris Boucher,TOR,2021,37,23.8,.540,.447,6.6,1.0,0.6,1.9,14.0,C,23.5,.666,4.1,.227
58,Brian Bowen,IND,2021,1,5.0,.500,,1.0,0.0,0.0,0.0,3.0,SF,17.7,.615,-1.8,.155
59,Avery Bradley,MIA,2021,10,21.1,.470,.421,1.8,1.4,0.7,0.1,8.5,SG,10.3,.607,-3.2,.077
60,Tony Bradley,PHI,2021,13,11.5,.630,.000,4.2,0.5,0.2,0.8,4.7,C,22.8,.633,2.9,.247
61,Jarrell Brantley,UTA,2021,10,2.8,.400,.429,0.7,0.0,0.1,0.1,1.1,PF,11.7,.550,-1.3,.103
62,Ignas Brazdeikis,NYK,2021,4,1.8,.000,,0.5,0.3,0.0,0.0,0.5,SF,11.3,.532,-4.8,.028
63,Mikal Bridges,PHO,2021,36,32.5,.533,.421,5.0,2.2,0.7,0.9,13.8,SF,17.0,.664,3.2,.180
64,Miles Bridges,CHO,2021,36,26.7,.491,.377,5.8,2.1,0.7,0.7,9.9,PF,12.6,.606,-1.4,.084
65,Malcolm Brogdon,IND,2021,34,35.6,.447,.378,4.6,6.2,1.2,0.2,21.2,PG,17.6,.546,1.2,.100
66,Dillon Brooks,MEM,2021,30,29.0,.399,.322,3.1,2.6,1.4,0.5,15.7,SF,10.9,.490,-4.6,.008
67,Bruce Brown,BRK,2021,34,21.1,.574,.265,4.6,1.4,0.8,0.3,8.4,PG,15.6,.618,-0.9,.137
68,Jaylen Brown,BOS,2021,34,34.0,.485,.380,5.6,4.0,1.2,0.5,24.4,SG,20.3,.581,2.8,.118
69,Moses Brown,OKC,2021,8,6.4,.556,,3.4,0.4,0.1,0.6,3.6,C,27.4,.579,2.7,.254
70,Sterling Brown,HOU,2021,33,22.6,.438,.398,4.4,1.7,0.9,0.2,7.4,SG,11.8,.584,-1.2,.097
71,Troy Brown Jr.,WAS,2021,18,13.6,.365,.275,2.9,0.9,0.1,0.2,4.2,SF,6.3,.465,-5.7,-0.015
72,Jalen Brunson,DAL,2021,32,25.1,.537,.408,3.5,3.3,0.6,0.0,13.0,PG,17.7,.650,0.7,.146
73,Thomas Bryant,WAS,2021,10,27.1,.648,.429,6.1,1.5,0.4,0.8,14.3,C,18.8,.704,0.4,.161
74,Reggie Bullock,NYK,2021,33,26.1,.404,.370,3.3,1.3,0.6,0.2,8.5,SF,8.8,.537,-2.2,.067
75,Trey Burke,DAL,2021,35,16.1,.444,.389,1.0,1.6,0.6,0.1,7.4,PG,13.4,.569,-0.8,.083
76,Alec Burks,NYK,2021,26,24.8,.414,.398,4.3,2.3,0.7,0.2,11.3,SG,13.9,.559,0.2,.110
77,Jimmy Butler,MIA,2021,23,33.3,.458,.237,7.6,8.0,2.0,0.4,20.8,SF,25.7,.573,7.2,.238
78,Bruno Caboclo,HOU,2021,6,6.0,.471,.000,2.3,0.2,0.0,0.3,2.8,PF,9.2,.475,-10.6,-0.069
79,Devontae Cacok,LAL,2021,4,4.3,1.000,,1.3,0.0,0.5,0.0,2.0,PF,21.0,.820,6.2,.110
80,Kentavious Caldwell-Pope,LAL,2021,33,26.2,.438,.402,2.4,1.4,0.8,0.3,8.7,SG,9.7,.585,-2.1,.096
81,Facundo Campazzo,DEN,2021,30,16.3,.405,.379,1.0,2.1,1.0,0.2,5.5,PG,11.7,.580,-1.4,.103
82,Vlatko Čančar,DEN,2021,20,6.1,.393,.214,1.4,0.3,0.4,0.1,1.5,PF,7.6,.490,-3.5,.011
83,Clint Capela,ATL,2021,33,29.6,.589,,14.3,0.9,0.8,2.3,14.5,C,24.1,.592,2.4,.188
84,Vernon Carey Jr.,CHO,2021,3,2.0,.333,.000,1.0,0.3,0.0,0.3,1.0,C,29.7,.387,7.4,.197
85,Jevon Carter,PHO,2021,29,10.0,.357,.298,1.3,1.2,0.4,0.2,2.7,PG,9.9,.465,0.3,.085
86,Wendell Carter Jr.,CHI,2021,24,26.4,.529,.333,7.8,2.2,0.7,0.9,12.1,C,16.2,.593,-1.7,.119
87,Michael Carter-Williams,ORL,2021,18,26.6,.415,.250,4.8,4.3,0.6,0.5,9.4,SG,10.9,.481,-3.8,.020
88,Alex Caruso,LAL,2021,29,19.9,.428,.400,2.8,2.4,1.0,0.2,5.8,PG,10.9,.542,-0.3,.102
89,Willie Cauley-Stein,DAL,2021,33,17.3,.625,.143,4.4,0.8,0.3,0.8,5.5,C,14.5,.645,-1.2,.143
90,Chris Chiozza,BRK,2021,15,9.1,.362,.391,1.1,2.4,0.3,0.3,3.5,PG,14.2,.503,-0.8,.098
91,Marquese Chriss,GSW,2021,2,13.5,.357,.200,6.5,1.0,0.0,1.0,6.5,PF,11.8,.412,-3.2,-0.029
92,Gary Clark,ORL,2021,31,19.0,.305,.283,3.2,0.9,0.4,0.2,3.5,SF,5.9,.443,-5.1,.017
93,Brandon Clarke,MEM,2021,28,26.8,.518,.326,5.9,1.6,1.2,0.6,12.0,PF,16.8,.561,0.6,.138
94,Jordan Clarkson,UTA,2021,36,26.0,.447,.370,4.0,2.3,0.9,0.2,17.9,SG,18.7,.581,2.7,.137
95,Nicolas Claxton,BRK,2021,6,15.5,.688,.000,3.5,0.8,0.8,1.3,9.0,C,25.9,.708,6.2,.260
96,Amir Coffey,LAC,2021,21,7.9,.467,.458,0.8,0.4,0.2,0.0,2.8,SG,9.3,.582,-3.5,.053
97,John Collins,ATL,2021,37,30.6,.532,.376,7.6,1.4,0.5,1.0,17.8,PF,19.1,.619,1.2,.151
98,Mike Conley,UTA,2021,29,29.4,.444,.422,3.5,5.7,1.4,0.1,16.1,PG,19.2,.588,3.9,.194
99,Pat Connaughton,MIL,2021,34,21.1,.434,.382,4.2,1.4,0.7,0.4,6.4,SG,12.3,.578,0.5,.127
100,Quinn Cook,LAL,2021,16,3.9,.462,.385,0.3,0.3,0.1,0.1,2.1,PG,14.1,.585,-1.1,.108
101,Tyler Cook,BRK,2021,4,4.3,.333,,0.5,0.5,0.0,0.0,0.5,PF,1.6,.333,-6.8,-0.045
102,DeMarcus Cousins,HOU,2021,25,20.2,.376,.336,7.6,2.4,0.8,0.7,9.6,C,15.1,.511,0.4,.080
103,Robert Covington,POR,2021,34,32.0,.378,.339,6.6,1.7,1.6,1.2,8.1,PF,10.3,.516,-1.5,.049
104,Torrey Craig,MIL,2021,18,11.2,.391,.364,2.4,0.9,0.5,0.4,2.5,SF,10.4,.480,-0.9,.100
105,Jae Crowder,PHO,2021,33,27.7,.409,.381,5.1,2.1,0.8,0.2,10.2,PF,11.8,.572,0.5,.101
106,Jarrett Culver,MIN,2021,19,19.8,.422,.229,4.7,0.8,0.6,0.4,7.2,SG,9.3,.478,-6.7,-0.004
107,Seth Curry,PHI,2021,29,29.7,.462,.435,2.0,2.9,0.9,0.3,12.5,SG,12.4,.603,-1.4,.101
108,Stephen Curry,GSW,2021,36,33.9,.475,.406,5.4,6.2,1.3,0.1,29.3,PG,24.9,.641,7.3,.191
109,Anthony Davis,LAL,2021,23,32.8,.533,.293,8.4,3.0,1.3,1.8,22.5,PF,24.7,.588,6.4,.205
110,Ed Davis,MIN,2021,19,13.9,.419,,5.1,1.0,0.5,0.5,2.3,C,12.1,.462,-3.4,.117
111,Terence Davis,TOR,2021,31,14.6,.422,.360,2.0,1.1,0.5,0.2,7.0,SG,11.8,.545,-2.6,.044
112,DeMar DeRozan,SAS,2021,30,33.9,.490,.321,4.7,7.3,1.0,0.3,20.3,PF,22.1,.597,4.1,.200
113,Mamadi Diakite,MIL,2021,1,5.0,.500,,2.0,2.0,0.0,1.0,2.0,PF,25.7,.500,11.2,.343
114,Hamidou Diallo,OKC,2021,32,23.8,.481,.293,5.2,2.4,1.0,0.4,11.9,SG,15.1,.536,-1.7,.081
115,Gorgui Dieng,MEM,2021,22,16.9,.519,.479,4.5,1.3,0.8,0.6,7.9,C,19.3,.682,2.6,.194
116,Spencer Dinwiddie,BRK,2021,3,21.3,.375,.286,4.3,3.0,0.7,0.3,6.7,SG,10.1,.536,-1.4,.046
117,Donte DiVincenzo,MIL,2021,37,26.6,.416,.381,4.8,2.9,1.1,0.2,10.3,SG,12.9,.527,-0.6,.091
118,Luka Dončić,DAL,2021,33,35.3,.477,.351,8.5,9.1,1.0,0.7,28.4,PG,25.9,.585,7.2,.163
119,Luguentz Dort,OKC,2021,36,29.7,.389,.333,3.5,1.5,0.9,0.3,12.4,SG,9.0,.515,-4.4,.018
120,Damyean Dotson,CLE,2021,30,18.8,.401,.279,1.8,2.2,0.4,0.1,6.8,SG,9.3,.492,-3.5,.019
121,Devon Dotson,CHI,2021,1,10.0,.500,,1.0,0.0,0.0,0.0,4.0,PG,6.7,.500,-8.5,-0.002
122,Sekou Doumbouya,DET,2021,33,13.5,.355,.250,2.3,0.7,0.4,0.1,4.1,PF,5.7,.440,-7.6,-0.020
123,PJ Dozier,DEN,2021,21,19.4,.457,.392,3.9,1.7,0.5,0.6,7.6,SG,13.8,.553,-0.5,.105
124,Goran Dragić,MIA,2021,23,27.0,.455,.369,3.1,4.8,0.6,0.2,14.6,PG,13.7,.571,-3.0,.059
125,Andre Drummond,CLE,2021,25,28.9,.474,.000,13.5,2.6,1.6,1.2,17.5,C,20.8,.500,-0.3,.050
126,Jared Dudley,LAL,2021,11,6.9,.286,.400,1.7,0.5,0.1,0.1,0.5,PF,5.5,.429,-3.6,.082
127,Kevin Durant,BRK,2021,19,35.7,.524,.434,7.3,5.3,0.7,1.4,29.0,PF,25.2,.652,5.4,.189
128,Anthony Edwards,MIN,2021,37,29.3,.374,.304,4.0,2.5,0.9,0.4,15.2,SG,10.0,.469,-5.1,-0.038
129,Carsen Edwards,BOS,2021,14,10.5,.460,.324,1.0,0.4,0.3,0.1,5.4,SG,13.6,.568,-3.4,.101
130,CJ Elleby,POR,2021,13,8.1,.452,.263,1.1,0.2,0.3,0.2,3.0,SF,10.8,.558,-4.0,.067
131,Wayne Ellington,DET,2021,29,23.1,.449,.424,1.8,1.4,0.4,0.2,10.6,SG,12.8,.626,-0.2,.092
132,Joel Embiid,PHI,2021,30,33.0,.521,.416,11.6,3.3,1.2,1.4,30.2,C,31.1,.646,8.5,.284
133,James Ennis,ORL,2021,24,21.4,.500,.447,3.9,1.3,0.8,0.3,7.3,SF,12.9,.628,-1.7,.113
134,Drew Eubanks,SAS,2021,16,11.5,.412,,2.9,0.6,0.1,1.1,3.5,C,10.7,.468,-4.0,.043
135,Dante Exum,CLE,2021,6,19.3,.385,.182,2.8,2.2,0.7,0.3,3.8,SG,6.0,.428,-3.1,-0.017
136,Tacko Fall,BOS,2021,8,7.1,.692,,2.6,0.1,0.0,1.3,2.6,C,22.4,.636,2.4,.218
137,Derrick Favors,UTA,2021,34,16.2,.649,.000,5.5,0.8,0.5,0.9,6.3,C,20.2,.689,2.3,.244
138,Cristiano Felício,CHI,2021,6,6.3,.750,,2.0,0.8,0.3,0.0,1.8,C,18.2,.731,3.6,.195
139,Terrance Ferguson,PHI,2021,10,3.7,.167,.000,0.1,0.2,0.0,0.0,0.2,SG,-7.4,.167,-15.9,-0.176
140,Bruno Fernando,ATL,2021,18,8.4,.440,.000,3.3,0.5,0.1,0.1,1.7,C,6.8,.491,-5.9,-0.008
141,Yogi Ferrell,CLE,2021,2,20.0,.381,.333,3.5,2.5,1.5,0.5,9.5,PG,12.6,.434,-1.5,-0.021
142,Dorian Finney-Smith,DAL,2021,27,31.6,.417,.341,5.3,1.4,0.9,0.4,8.1,PF,9.5,.548,-1.8,.075
143,Malachi Flynn,TOR,2021,15,8.3,.267,.192,0.7,1.1,0.3,0.0,2.2,PG,3.3,.346,-8.7,-0.067
144,Bryn Forbes,MIL,2021,37,18.7,.478,.471,1.3,0.6,0.2,0.0,9.6,SG,12.7,.636,-1.5,.100
145,Trent Forrest,UTA,2021,7,2.9,.000,.000,0.3,0.6,0.3,0.0,0.3,PG,6.7,.258,-3.0,.044
146,Evan Fournier,ORL,2021,21,29.2,.450,.371,3.1,3.8,1.0,0.3,18.5,SF,17.9,.593,0.5,.108
147,De'Aaron Fox,SAC,2021,36,34.2,.469,.345,3.3,7.6,1.3,0.5,23.2,PG,19.1,.555,0.5,.072
148,Tim Frazier,MEM,2021,3,11.0,.250,.000,1.3,2.3,0.3,0.0,1.3,PG,0.3,.250,-13.6,-0.108
149,Markelle Fultz,ORL,2021,8,26.9,.394,.250,3.1,5.4,1.0,0.3,12.9,PG,12.0,.458,-4.6,-0.011
150,Wenyen Gabriel,NOP,2021,4,3.0,.000,.000,1.3,0.3,0.0,0.0,0.0,PF,-0.3,.000,-11.3,-0.147
151,Daniel Gafford,CHI,2021,27,13.0,.675,,3.1,0.6,0.4,1.2,4.8,PF,17.8,.690,0.2,.172
152,Danilo Gallinari,ATL,2021,25,22.2,.401,.395,3.4,1.5,0.6,0.1,12.0,PF,14.4,.595,-0.5,.110
153,Langston Galloway,PHO,2021,25,10.5,.463,.457,1.0,0.6,0.2,0.0,4.5,SG,12.9,.635,-0.4,.126
154,Darius Garland,CLE,2021,28,32.9,.440,.384,2.2,5.9,1.2,0.1,16.1,PG,12.6,.524,-2.5,.021
155,Marc Gasol,LAL,2021,35,20.1,.403,.365,4.1,2.0,0.5,1.3,4.8,C,11.2,.561,1.2,.130
156,Rudy Gay,SAS,2021,27,22.1,.415,.373,5.3,1.5,0.8,0.5,11.2,PF,14.2,.523,-1.0,.059
157,Paul George,LAC,2021,28,33.3,.495,.452,6.1,5.4,1.2,0.5,23.5,SF,22.7,.639,5.4,.176
158,Taj Gibson,NYK,2021,13,15.9,.568,.300,4.3,0.5,0.5,0.5,4.0,PF,12.8,.615,-1.0,.136
159,Harry Giles,POR,2021,22,11.8,.419,.375,4.9,0.9,0.2,0.4,3.1,C,11.3,.486,-4.7,.058
160,Shai Gilgeous-Alexander,OKC,2021,31,34.0,.510,.405,5.0,6.2,0.8,0.6,23.5,SG,22.2,.627,4.5,.174
161,Anthony Gill,WAS,2021,12,5.6,.300,.143,1.6,0.3,0.3,0.2,0.8,PF,8.0,.425,-3.7,.028
162,Rudy Gobert,UTA,2021,36,30.7,.641,.000,13.1,1.3,0.5,2.7,14.2,C,22.5,.649,3.4,.220
163,Brandon Goodwin,ATL,2021,24,12.0,.330,.283,1.1,1.8,0.4,0.0,4.3,PG,8.1,.438,-3.6,.005
164,Aaron Gordon,ORL,2021,20,28.3,.425,.365,7.0,4.0,0.7,0.9,13.6,PF,14.7,.526,0.5,.043
165,Eric Gordon,HOU,2021,27,29.2,.433,.329,2.1,2.6,0.5,0.5,17.8,SG,14.6,.577,-0.6,.067
166,Devonte' Graham,CHO,2021,26,32.3,.350,.345,3.0,5.7,1.0,0.0,13.5,PG,12.2,.501,-1.7,.072
167,Jerami Grant,DET,2021,34,36.1,.434,.358,5.4,2.9,0.8,1.1,23.7,SF,18.0,.571,1.9,.111
168,Danny Green,PHI,2021,37,28.4,.391,.377,3.6,1.8,1.2,0.8,8.5,SF,9.8,.546,-0.6,.072
169,Draymond Green,GSW,2021,32,29.5,.392,.258,6.0,8.4,1.4,0.7,5.9,PF,11.4,.474,0.0,.082
170,JaMychal Green,DEN,2021,25,20.5,.444,.427,6.0,1.0,0.6,0.3,9.1,PF,14.7,.587,-1.7,.122
171,Javonte Green,BOS,2021,22,15.0,.549,.318,2.3,0.5,0.8,0.1,4.8,SG,12.7,.624,-0.4,.109
172,Jeff Green,BRK,2021,34,26.3,.502,.425,3.6,1.4,0.7,0.2,9.6,C,11.8,.639,-1.4,.098
173,Josh Green,DAL,2021,18,11.9,.447,.167,2.2,0.6,0.2,0.1,2.3,SG,5.9,.490,-5.7,.005
174,Blake Griffin,DET,2021,20,31.3,.365,.315,5.2,3.9,0.7,0.1,12.3,PF,9.9,.491,-2.6,.026
175,Kyle Guy,SAC,2021,15,7.7,.318,.250,0.9,1.0,0.3,0.0,2.7,PG,9.0,.431,-5.1,-0.005
176,Rui Hachimura,WAS,2021,28,29.9,.451,.306,5.5,1.7,0.7,0.1,12.4,PF,11.4,.543,-3.6,.058
177,Ashton Hagans,MIN,2021,2,2.0,,,0.0,0.0,0.0,0.0,0.0,PG,-12.5,,-21.7,-0.348
178,Tyrese Haliburton,SAC,2021,31,29.7,.489,.434,3.5,5.3,1.4,0.6,13.0,PG,17.8,.614,2.5,.115
179,Josh Hall,OKC,2021,7,7.3,.222,.125,1.3,1.0,0.0,0.0,1.7,SF,-2.4,.285,-14.4,-0.193
180,R.J. Hampton,DEN,2021,24,9.2,.414,.278,2.0,0.5,0.2,0.1,2.5,PG,7.4,.481,-5.9,.019
181,Tim Hardaway Jr.,DAL,2021,35,29.5,.432,.383,3.2,1.7,0.6,0.2,16.4,SG,14.6,.571,-0.6,.078
182,James Harden,BRK,2021,32,37.8,.480,.392,7.9,11.0,1.2,0.7,25.2,PG-SG,24.5,.639,6.5,.217
183,Maurice Harkless,MIA,2021,11,11.3,.385,.455,1.2,0.6,0.2,0.4,1.4,SF,4.6,.540,-3.0,.051
184,Jared Harper,NYK,2021,2,2.5,.000,,0.0,0.0,0.0,0.0,1.0,PG,-11.9,.532,-23.5,-0.468
185,Montrezl Harrell,LAL,2021,37,24.1,.626,.000,6.4,1.1,0.6,0.7,13.8,C,22.5,.658,2.6,.229
186,Gary Harris,DEN,2021,19,30.6,.442,.320,2.5,1.7,0.9,0.2,9.7,SG,9.4,.544,-3.6,.064
187,Jalen Harris,TOR,2021,2,2.0,,,0.5,0.0,0.0,0.0,0.0,SG,-10.5,,-21.2,-0.201
188,Joe Harris,BRK,2021,38,30.9,.527,.500,3.5,1.7,0.6,0.2,14.8,SF,14.9,.696,0.8,.132
189,Tobias Harris,PHI,2021,32,34.1,.513,.400,7.5,3.4,0.8,0.8,20.3,PF,19.6,.608,3.0,.166
190,Shaquille Harrison,UTA,2021,17,3.3,.300,.000,0.5,0.5,0.1,0.0,1.0,SG,6.6,.375,-7.9,-0.035
191,Josh Hart,NOP,2021,37,28.6,.441,.327,7.5,2.1,0.8,0.2,9.1,SF,12.0,.569,-1.5,.084
192,Isaiah Hartenstein,DEN,2021,26,9.3,.513,,2.8,0.5,0.4,0.6,3.8,C,15.6,.539,-4.7,.112
193,Jaxson Hayes,NOP,2021,26,12.4,.699,,3.5,0.4,0.3,0.5,4.7,C,16.7,.704,-1.2,.135
194,Killian Hayes,DET,2021,7,21.1,.277,.250,1.1,3.6,0.3,0.0,4.6,PG,-1.5,.334,-13.6,-0.177
195,Gordon Hayward,CHO,2021,32,34.9,.481,.406,5.3,3.9,1.3,0.4,21.4,SF,18.5,.590,1.8,.130
196,Juan Hernangómez,MIN,2021,18,15.4,.409,.315,4.2,0.6,0.3,0.1,5.9,PF,11.6,.523,-3.4,.058
197,Willy Hernangómez,NOP,2021,21,17.4,.545,.200,6.7,1.3,0.3,0.5,7.0,C,19.7,.571,-0.5,.156
198,Tyler Herro,MIA,2021,26,32.6,.439,.338,5.7,3.7,0.6,0.4,15.9,SG,12.2,.535,-2.3,.030
199,Buddy Hield,SAC,2021,37,34.9,.390,.379,4.5,3.3,0.8,0.3,16.5,SG,11.5,.550,-2.0,.024
200,George Hill,OKC,2021,14,26.4,.508,.386,2.1,3.1,0.9,0.1,11.8,PG,16.1,.630,0.4,.145
201,Solomon Hill,ATL,2021,37,19.1,.359,.325,2.3,0.9,0.7,0.2,4.5,PF,6.6,.509,-3.0,.034
202,Nate Hinton,DAL,2021,6,3.2,.231,.200,0.0,0.0,0.2,0.2,1.3,SG,-6.6,.288,-17.8,-0.436
203,Aaron Holiday,IND,2021,35,19.1,.371,.352,1.3,1.8,0.6,0.1,7.3,PG,7.4,.470,-5.5,-0.011
204,Jrue Holiday,MIL,2021,27,30.8,.492,.363,4.3,5.0,1.8,0.5,15.1,PG,18.7,.578,2.9,.161
205,Justin Holiday,IND,2021,35,32.3,.459,.414,4.0,1.7,1.2,0.4,11.7,SG,12.2,.628,0.6,.106
206,Richaun Holmes,SAC,2021,33,29.6,.657,.167,8.4,1.7,0.7,1.5,13.2,C,19.2,.686,-0.1,.152
207,Rodney Hood,POR,2021,31,19.2,.370,.294,1.7,1.2,0.6,0.1,5.0,SF,5.1,.437,-7.7,-0.047
208,Al Horford,OKC,2021,25,28.2,.446,.372,6.8,3.4,0.9,0.9,14.3,C,17.2,.534,3.1,.106
209,Talen Horton-Tucker,LAL,2021,33,17.5,.441,.286,2.4,2.0,0.8,0.6,7.2,SG,11.6,.517,-1.6,.070
210,Danuel House,HOU,2021,22,27.4,.375,.312,4.0,1.9,0.6,0.5,9.1,SF,9.0,.499,-3.1,.038
211,Dwight Howard,PHI,2021,37,16.2,.593,.333,7.5,0.7,0.4,0.9,6.4,C,16.2,.605,-3.3,.122
212,Markus Howard,DEN,2021,17,3.2,.194,.136,0.3,0.4,0.1,0.0,0.9,SG,-6.4,.251,-19.8,-0.297
213,Kevin Huerter,ATL,2021,37,32.1,.424,.364,3.6,3.6,1.3,0.2,12.3,SG,12.0,.541,-0.5,.077
214,Elijah Hughes,UTA,2021,6,4.5,.333,.300,0.7,0.5,0.2,0.2,2.7,SF,9.7,.477,-4.5,-0.070
215,De'Andre Hunter,ATL,2021,18,32.2,.514,.366,5.4,2.2,0.9,0.5,17.2,SF,17.6,.640,2.5,.151
216,Chandler Hutchison,CHI,2021,7,9.1,.278,.333,2.9,0.6,0.1,0.0,1.9,SF,0.5,.344,-10.9,-0.106
217,Serge Ibaka,LAC,2021,38,23.9,.510,.355,6.8,1.8,0.2,1.2,11.2,C,17.8,.585,0.6,.140
218,Andre Iguodala,MIA,2021,35,21.7,.389,.342,3.7,2.2,1.0,0.5,4.8,SF,9.6,.528,-0.1,.074
219,Joe Ingles,UTA,2021,32,26.4,.522,.465,3.3,4.4,0.5,0.3,11.5,SF,16.5,.705,3.9,.190
220,Brandon Ingram,NOP,2021,37,34.7,.470,.374,5.1,4.8,0.7,0.8,23.6,SF,19.9,.587,2.4,.122
221,Kyrie Irving,BRK,2021,27,35.5,.516,.420,4.9,5.9,1.1,0.6,27.7,PG,24.7,.625,4.8,.200
222,Wesley Iwundu,DAL,2021,20,12.3,.298,.130,1.8,0.4,0.4,0.2,2.0,SF,3.9,.386,-6.0,-0.014
223,Frank Jackson,DET,2021,9,6.0,.273,.308,0.9,1.1,0.1,0.0,1.8,PG,3.3,.364,-8.4,-0.098
224,Josh Jackson,DET,2021,33,24.8,.425,.292,4.4,1.9,0.9,0.9,13.4,SG,12.6,.520,-2.8,.006
225,Justin Jackson,OKC,2021,25,16.2,.409,.291,2.3,1.5,0.4,0.0,6.4,SF,9.7,.510,-3.7,.018
226,Reggie Jackson,LAC,2021,36,20.4,.447,.398,2.7,3.0,0.6,0.1,8.6,SG,13.4,.562,-1.4,.106
227,Justin James,SAC,2021,14,5.1,.417,.222,0.6,0.4,0.2,0.1,1.7,SF,9.1,.436,-5.4,-0.031
228,LeBron James,LAL,2021,36,34.6,.509,.358,8.0,7.8,1.1,0.6,25.8,PG,24.4,.597,7.5,.189
229,DaQuan Jeffries,SAC,2021,13,15.5,.415,.320,1.8,0.3,0.5,0.3,4.5,SG,7.1,.517,-6.0,-0.007
230,Ty Jerome,OKC,2021,5,25.4,.421,.364,3.4,2.8,0.6,0.2,8.0,SG,10.5,.526,-2.0,.097
231,Isaiah Joe,PHI,2021,20,12.0,.367,.383,1.2,0.8,0.4,0.2,4.3,SG,9.7,.530,-2.3,.085
232,Cameron Johnson,PHO,2021,34,24.2,.437,.378,3.4,1.4,0.6,0.3,10.4,PF,13.0,.587,0.4,.104
233,James Johnson,DAL,2021,29,17.4,.462,.250,3.0,1.7,0.8,0.8,5.7,PF,12.1,.526,0.1,.063
234,Keldon Johnson,SAS,2021,30,28.9,.473,.337,6.6,2.1,0.7,0.5,14.0,SF,15.4,.564,-1.0,.102
235,Stanley Johnson,TOR,2021,33,14.2,.407,.418,2.2,1.3,0.8,0.3,3.2,PF,9.5,.564,-0.9,.078
236,Tyler Johnson,BRK,2021,19,14.0,.395,.426,1.7,1.0,0.3,0.0,4.7,SG,10.1,.569,-2.9,.079
237,Nikola Jokić,DEN,2021,36,35.9,.567,.418,11.0,8.6,1.6,0.6,27.1,C,31.5,.652,11.6,.310
238,Damian Jones,LAL,2021,17,7.4,.619,.000,1.4,0.2,0.1,0.5,2.0,C,10.3,.636,-3.7,.115
239,Derrick Jones Jr.,POR,2021,32,27.0,.511,.338,4.7,0.9,0.8,1.1,8.1,SF,12.9,.605,-1.2,.098
240,Mason Jones,HOU,2021,22,11.1,.437,.367,2.1,1.3,0.3,0.0,5.5,SG,11.5,.576,-3.3,.031
241,Tre Jones,SAS,2021,13,3.4,.563,1.000,0.3,0.2,0.0,0.0,1.8,PG,14.8,.659,-4.5,.092
242,Tyus Jones,MEM,2021,33,21.4,.438,.291,2.5,4.5,1.2,0.1,8.1,PG,15.5,.502,0.8,.112
243,DeAndre Jordan,BRK,2021,36,22.9,.760,.000,7.5,1.9,0.3,1.4,7.3,C,16.2,.733,0.6,.138
244,Cory Joseph,SAC,2021,37,21.2,.448,.325,2.2,2.4,0.8,0.2,6.6,PG,9.6,.537,-4.3,.024
